author_anonymous,package_id_new,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time_current,expected_daily_output,num_days_spent,expected_TAT,on_time_actual,tat_coef,tat_coef_comp,tat_coef_std,deliver_score
BHoizZLY,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,uk,33.2,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,3.0,0.0,1.3333333333333333,1.6374865156418552,1.7650901624444286,2
rWSSgCNn,2933905,SUBTITLE,VIDEO,STANDARD,es,en,pl,44.0,2023-01-05,2023-01-06,2023-01-10,1,15,2.0,3.0,1.0,0.6666666666666666,0.9449665831244779,0.6842121706150089,3
OgoCLgVG,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,ru,33.2,2023-01-02,2023-01-06,2023-01-07,1,15,5.0,3.0,0.0,1.6666666666666667,1.324614197530864,0.7237919779361446,1
OdOfgsyS,2765936,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,en,en,39.2,2022-12-25,2023-01-06,2023-01-07,1,15,10.0,3.0,0.0,3.3333333333333335,2.6794425087108014,2.0153067008937153,1
xuvhruIk,2982536,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.2,2023-01-03,2023-01-06,2023-01-13,1,15,4.0,3.0,0.0,1.3333333333333333,4.424499654934437,4.315306363316331,2
OdOfgsyS,2425718,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,en,en,34.7,2022-12-25,2023-01-06,2023-01-07,1,15,10.0,3.0,0.0,3.3333333333333335,2.6794425087108014,2.0153067008937153,1
dMAftdKh,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.2,2023-01-02,2023-01-06,2023-01-07,1,15,5.0,3.0,0.0,1.6666666666666667,1.050960219478738,0.639303482703242,0
iTgBGvNU,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.2,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,3.0,0.0,1.3333333333333333,3.6209531866892273,3.2388545328457012,2
LqZgeSVI,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.2,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,3.0,0.0,1.3333333333333333,1.2022458628841608,1.5153792153892207,1
JRxZHDjc,2561499,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,33.5,2022-12-23,2023-01-06,2023-01-07,1,15,11.0,3.0,0.0,3.6666666666666665,3.0166666666666666,1.5702489207295645,1
OdOfgsyS,2750801,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,en,en,32.1,2022-12-25,2023-01-06,2023-01-07,1,15,10.0,3.0,0.0,3.3333333333333335,2.6794425087108014,2.0153067008937153,1
MjErYYAM,2616126,SUBTITLE,VIDEO,STANDARD,en,en,ko,35.5,2023-01-03,2023-01-06,2023-01-06,1,15,4.0,3.0,0.0,1.3333333333333333,1.8356049332611832,1.6860886686891248,2
cPxOzYJc,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.2,2023-01-02,2023-01-06,2023-01-07,1,15,5.0,3.0,0.0,1.6666666666666667,1.1896164021164022,0.4423156680496632,0
oyUgYuUp,2192454,SUBTITLE,VIDEO,STANDARD,it,en,nl,46.3,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,4.0,1.0,1.0,1.1944444444444444,0.6588078458684123,3
rTejzOaV,2025910,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.2,2022-12-21,2023-01-06,2023-01-07,1,15,13.0,2.0,0.0,6.5,1.400359195402299,1.1794316330361703,0
ZLhHsTKq,2291298,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,52.9,2023-01-03,2023-01-06,2023-02-09,1,15,4.0,4.0,1.0,1.0,1.2931623931623932,1.0105752401488468,3
HtlwIVWi,2987293,SUBTITLE,VIDEO,STANDARD,ko,en,de,71.0,2022-12-21,2023-01-06,2023-01-07,1,15,13.0,5.0,0.0,2.6,1.208433734939759,0.9642223564454483,0
HtlwIVWi,2292998,SUBTITLE,VIDEO,STANDARD,es,en,de,42.2,2023-01-06,2023-01-06,2023-01-07,1,15,1.0,3.0,1.0,0.3333333333333333,1.8044117647058824,1.9418061848844177,3
gKiKBKQv,2647035,SUBTITLE,VIDEO,STANDARD,nl,en,de,84.1,2022-12-22,2023-01-06,2023-01-08,1,15,12.0,6.0,0.0,2.0,2.0,,2
XOSLfDyG,2192454,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,46.3,2023-01-02,2023-01-06,2023-01-07,1,15,5.0,4.0,0.0,1.25,1.4818840579710146,0.9367485276893894,2
FLCVzZup,2192454,SUBTITLE,VIDEO,STANDARD,it,en,th,46.3,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,4.0,1.0,1.0,2.5833333333333335,1.2494443209327541,3
dVDXTnCC,2747188,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,31.0,2023-01-05,2023-01-06,2023-01-06,1,15,2.0,3.0,1.0,0.6666666666666666,1.9431880108991826,1.3337256109983475,3
pcQuLXgx,2192454,SUBTITLE,VIDEO,STANDARD,it,en,ro,46.3,2023-01-03,2023-01-06,2023-01-07,1,15,4.0,4.0,1.0,1.0,1.1911764705882353,1.1295297332521412,3
uyBTIopk,2035951,SUBTITLE,VIDEO,STANDARD,id,en,pt-BR,20.9,2023-01-05,2023-01-06,2023-01-07,1,15,2.0,2.0,1.0,1.0,1.1,0.39440531887330776,3
OqDYtmgW,2835622,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2022-12-21,2023-01-07,2023-01-07,1,15,13.0,1.0,0.0,13.0,1.8356049332611832,1.6860886686891248,0
jlJIdjCC,2528844,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,27.6,2023-01-03,2023-01-07,2023-01-19,1,15,4.0,2.0,0.0,2.0,1.2029684313203866,0.9775251471830632,0
riviTqdz,2192106,SUBTITLE,VIDEO,STANDARD,es,en,sv,42.3,2022-12-29,2023-01-07,2023-01-08,1,15,7.0,3.0,0.0,2.3333333333333335,1.2647058823529411,1.0018365488382999,0
OdOfgsyS,2385946,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,en,en,47.1,2022-12-25,2023-01-07,2023-01-07,1,15,10.0,4.0,0.0,2.5,2.6794425087108014,2.0153067008937153,2
shNfpPiW,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,ms,33.5,2023-01-03,2023-01-07,2023-01-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.8153039832285114,1.759024402812213,2
OdOfgsyS,2653563,CLOSED_CAPTIONING,VIDEO,STANDARD,pl,en,en,41.8,2022-12-25,2023-01-07,2023-01-07,1,15,10.0,3.0,0.0,3.3333333333333335,2.6794425087108014,2.0153067008937153,1
OdOfgsyS,2602842,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,99.3,2022-12-23,2023-01-07,2023-01-07,1,30,11.0,4.0,0.0,2.75,2.996292585170341,3.718679129654956,2
vCXipeUH,2982536,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.2,2023-01-03,2023-01-07,2023-01-13,1,15,4.0,3.0,0.0,1.3333333333333333,1.20893096194301,0.6644564606286643,1
gLAqQjbB,2608558,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,35.9,2023-01-04,2023-01-07,2023-01-09,1,15,3.0,3.0,1.0,1.0,1.1098484848484849,0.7156537524601498,3
shNfpPiW,2982536,SUBTITLE,VIDEO,STANDARD,ja,en,ms,33.2,2023-01-03,2023-01-07,2023-01-13,1,15,4.0,3.0,0.0,1.3333333333333333,1.8153039832285114,1.759024402812213,2
oDvvkWOb,2030340,SUBTITLE,VIDEO,STANDARD,en,en,hu,51.7,2022-12-26,2023-01-08,2023-01-23,1,15,10.0,4.0,0.0,2.5,2.0464979352174475,2.032637398469864,1
pnqRNnpp,2598925,SUBTITLE,VIDEO,STANDARD,fr,en,hr,88.3,2023-01-02,2023-01-08,2023-01-14,1,15,5.0,6.0,1.0,0.8333333333333334,0.9467261904761904,0.6906304562207728,3
OdlKnZTK,2860936,SUBTITLE,VIDEO,STANDARD,en,en,ru,64.2,2022-12-28,2023-01-08,2023-01-09,1,15,8.0,5.0,0.0,1.6,1.9172222222222222,1.753609216400431,2
cKwUpGHt,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,fil,33.5,2023-01-05,2023-01-08,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.6143867924528301,1.901576776853138,3
GphsrDOR,2342714,SUBTITLE,VIDEO,STANDARD,ko,en,zh-Hans,50.8,2023-01-04,2023-01-08,2023-01-11,1,15,3.0,4.0,1.0,0.75,1.1756410256410257,0.8199371979286029,3
usFzGMus,2974178,SUBTITLE,VIDEO,STANDARD,en,en,it,49.3,2022-12-27,2023-01-08,2023-01-12,1,15,9.0,4.0,0.0,2.25,2.271926229508197,3.7968819838933694,2
qCbipqgX,2114522,SUBTITLE,VIDEO,STANDARD,es,en,hr,42.8,2023-01-06,2023-01-08,2023-01-11,1,15,1.0,3.0,1.0,0.3333333333333333,1.217948717948718,0.7618952227730074,3
kkQyuVZN,2372356,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,51.8,2022-12-30,2023-01-08,2023-01-10,1,15,6.0,4.0,0.0,1.5,0.854029029029029,0.7210903853322176,0
uvqzhEpO,2696090,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,46.9,2023-01-09,2023-01-09,2023-01-10,1,30,1.0,2.0,1.0,0.5,2.996292585170341,3.718679129654956,3
RdrSCjEl,2920464,SUBTITLE,VIDEO,STANDARD,fr,en,de,32.9,2022-12-22,2023-01-09,2023-01-09,1,15,13.0,3.0,0.0,4.333333333333333,3.196428571428571,2.0831519195390102,0
OCAAjkFD,2958179,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,45.3,2023-01-05,2023-01-09,2023-01-11,1,15,3.0,4.0,1.0,0.75,1.6233134920634922,0.9462078583612005,3
JturAOIE,2433394,SUBTITLE,VIDEO,STANDARD,en,en,sv,64.9,2022-12-17,2023-01-09,2023-01-10,1,15,16.0,5.0,0.0,3.2,2.0712083677401596,1.5605845008245172,0
cKwUpGHt,2982536,SUBTITLE,VIDEO,STANDARD,ja,en,fil,33.2,2023-01-08,2023-01-09,2023-01-13,1,15,1.0,3.0,1.0,0.3333333333333333,1.6143867924528301,1.901576776853138,3
OdlKnZTK,2160394,SUBTITLE,VIDEO,STANDARD,en,en,ru,58.9,2022-12-28,2023-01-09,2023-01-09,1,15,9.0,4.0,0.0,2.25,1.9172222222222222,1.753609216400431,1
pnqRNnpp,2598300,SUBTITLE,VIDEO,STANDARD,en,en,hr,24.9,2022-12-30,2023-01-09,2023-01-13,1,15,7.0,2.0,0.0,3.5,1.9606532356532358,2.555262847052159,0
rTejzOaV,2173924,SUBTITLE,VIDEO,STANDARD,en,en,cs,27.2,2023-01-08,2023-01-09,2023-01-09,1,15,1.0,2.0,1.0,0.5,1.400359195402299,1.1794316330361703,3
pnqRNnpp,2398613,SUBTITLE,VIDEO,STANDARD,en,en,hr,27.4,2022-12-27,2023-01-09,2023-01-11,1,15,10.0,2.0,0.0,5.0,1.9606532356532358,2.555262847052159,0
SVqBvWnj,2101180,SUBTITLE,VIDEO,STANDARD,en,en,nb,105.7,2022-12-30,2023-01-09,2023-01-10,1,15,7.0,8.0,1.0,0.875,4.083000403551251,5.456081334051939,3
HtlwIVWi,2680420,SUBTITLE,VIDEO,STANDARD,en,en,de,36.1,2022-12-21,2023-01-09,2023-02-01,1,15,14.0,3.0,0.0,4.666666666666667,2.7426737451737453,3.0846860659677833,0
JturAOIE,2362169,SUBTITLE,VIDEO,STANDARD,en,en,sv,63.4,2022-12-20,2023-01-09,2023-01-10,1,15,15.0,5.0,0.0,3.0,2.0712083677401596,1.5605845008245172,0
SnOkBSsK,2723384,SUBTITLE,VIDEO,STANDARD,en,en,ko,47.0,2023-01-06,2023-01-09,2023-01-10,1,15,2.0,4.0,1.0,0.5,1.8356049332611832,1.6860886686891248,3
JturAOIE,2272879,SUBTITLE,VIDEO,STANDARD,en,en,sv,51.2,2022-12-20,2023-01-09,2023-01-10,1,15,15.0,4.0,0.0,3.75,2.0712083677401596,1.5605845008245172,0
oyUgYuUp,2965548,SUBTITLE,VIDEO,STANDARD,it,en,nl,48.8,2023-01-06,2023-01-09,2023-01-12,1,15,2.0,4.0,1.0,0.5,1.1944444444444444,0.6588078458684123,3
PiTIXuFw,2039821,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,ko,59.5,2023-01-06,2023-01-09,2023-01-10,1,15,2.0,4.0,1.0,0.5,0.975,0.4183300132670378,3
xuvhruIk,2598925,SUBTITLE,VIDEO,STANDARD,fr,en,pt-BR,88.3,2022-12-30,2023-01-09,2023-01-14,1,15,7.0,6.0,0.0,1.1666666666666667,0.8650793650793651,0.3871031237541968,0
JsqRJdmq,2608558,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,35.9,2023-01-05,2023-01-09,2023-01-09,1,15,3.0,3.0,1.0,1.0,1.4818840579710146,0.9367485276893894,3
lOdabGDe,2473843,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.0,2022-12-27,2023-01-09,2023-01-14,1,15,10.0,3.0,0.0,3.3333333333333335,1.6012297453703705,1.0085205152013363,0
mvhKyAGO,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,ko,33.5,2023-01-04,2023-01-09,2023-01-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.3701187701187703,0.805742849569475,2
usFzGMus,2398613,SUBTITLE,VIDEO,STANDARD,en,en,it,27.4,2022-12-27,2023-01-09,2023-01-11,1,15,10.0,2.0,0.0,5.0,2.271926229508197,3.7968819838933694,0
vCXipeUH,2602842,SUBTITLE,VIDEO,STANDARD,en,en,fi,99.3,2023-01-04,2023-01-09,2023-01-13,1,15,4.0,7.0,1.0,0.5714285714285714,1.3648308856252782,1.3191555375756507,3
MLECCkRV,2445359,SUBTITLE,VIDEO,STANDARD,en,en,nl,112.4,2022-12-28,2023-01-09,2023-01-09,1,15,9.0,8.0,0.0,1.125,2.4528831845238095,2.2407631109911765,2
rsCiYKJt,2428482,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,19.0,2023-01-03,2023-01-09,2023-01-11,1,15,5.0,2.0,0.0,2.5,1.9431880108991826,1.3337256109983475,1
gLAqQjbB,2843476,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,39.7,2023-01-07,2023-01-09,2023-01-12,1,15,1.0,3.0,1.0,0.3333333333333333,1.1098484848484849,0.7156537524601498,3
ZMZMQSnv,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,33.5,2023-01-05,2023-01-09,2023-01-11,1,15,3.0,3.0,1.0,1.0,1.5768981481481483,1.2595167337722901,3
wHOwUSfT,2398613,SUBTITLE,VIDEO,STANDARD,en,en,pl,27.4,2023-01-02,2023-01-09,2023-01-11,1,15,6.0,2.0,0.0,3.0,1.7965584194941995,2.058510733389144,0
rsCiYKJt,2242330,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,19.4,2023-01-06,2023-01-09,2023-01-11,1,15,2.0,2.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
vCXipeUH,2420395,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.5,2023-01-07,2023-01-09,2023-01-17,1,15,1.0,3.0,1.0,0.3333333333333333,1.20893096194301,0.6644564606286643,3
rsCiYKJt,2051521,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,18.9,2023-01-03,2023-01-09,2023-01-11,1,15,5.0,2.0,0.0,2.5,1.9431880108991826,1.3337256109983475,1
BHoizZLY,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,uk,33.5,2023-01-09,2023-01-10,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.6374865156418552,1.7650901624444286,3
qpZIHMRF,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.5,2023-01-05,2023-01-10,2023-01-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.1106172839506172,0.5982869557800342,1
rTejzOaV,2843628,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.7,2023-01-09,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.400359195402299,1.1794316330361703,3
rWSSgCNn,2766609,SUBTITLE,VIDEO,STANDARD,id,en,pl,22.3,2023-01-10,2023-01-10,2023-01-13,1,15,1.0,2.0,1.0,0.5,0.55,0.15811388300841897,3
dMAftdKh,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.5,2023-01-05,2023-01-10,2023-01-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.050960219478738,0.639303482703242,1
qpZIHMRF,2982536,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.2,2023-01-05,2023-01-10,2023-01-13,1,15,4.0,3.0,0.0,1.3333333333333333,1.1106172839506172,0.5982869557800342,1
usFzGMus,2008363,SUBTITLE,VIDEO,STANDARD,en,en,it,57.3,2023-01-03,2023-01-10,2023-01-12,1,15,6.0,4.0,0.0,1.5,2.271926229508197,3.7968819838933694,2
rWSSgCNn,2927268,SUBTITLE,VIDEO,STANDARD,id,en,pl,21.2,2023-01-10,2023-01-10,2023-01-11,1,15,1.0,2.0,1.0,0.5,0.55,0.15811388300841897,3
JRxZHDjc,2675511,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,33.2,2022-12-26,2023-01-10,2023-01-11,1,15,12.0,3.0,0.0,4.0,3.0166666666666666,1.5702489207295645,0
sBXuTfPL,2965548,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hant,48.8,2023-01-04,2023-01-10,2023-01-12,1,15,5.0,4.0,0.0,1.25,2.0985449735449735,2.0307994528821376,2
JturAOIE,2239143,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.1,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
cPxOzYJc,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.5,2023-01-06,2023-01-10,2023-01-11,1,15,3.0,3.0,1.0,1.0,1.1896164021164022,0.4423156680496632,3
rWSSgCNn,2599699,SUBTITLE,VIDEO,STANDARD,es,en,pl,44.5,2023-01-06,2023-01-10,2023-01-13,1,15,3.0,3.0,1.0,1.0,0.9449665831244779,0.6842121706150089,3
xuvhruIk,2732460,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.2,2023-01-09,2023-01-10,2023-01-19,1,15,2.0,3.0,1.0,0.6666666666666666,4.424499654934437,4.315306363316331,3
dVDXTnCC,2350722,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,25.6,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
aIGNspiD,2398613,SUBTITLE,VIDEO,STANDARD,en,en,fi,27.4,2022-12-28,2023-01-10,2023-01-11,1,15,10.0,2.0,0.0,5.0,1.3648308856252782,1.3191555375756507,0
qpZIHMRF,2420395,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.5,2023-01-10,2023-01-10,2023-01-17,1,15,1.0,3.0,1.0,0.3333333333333333,1.1106172839506172,0.5982869557800342,3
JturAOIE,2390750,SUBTITLE,VIDEO,STANDARD,ja,en,sv,32.6,2023-01-07,2023-01-10,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.9784313725490195,2.3326002583258054,3
peTWEPyK,2398613,SUBTITLE,VIDEO,STANDARD,en,en,hu,27.4,2022-12-30,2023-01-10,2023-01-11,1,15,8.0,2.0,0.0,4.0,2.0464979352174475,2.032637398469864,0
kkQyuVZN,2958179,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,45.3,2023-01-08,2023-01-10,2023-01-11,1,15,2.0,4.0,1.0,0.5,0.854029029029029,0.7210903853322176,3
lGeUhZdP,2398613,SUBTITLE,VIDEO,STANDARD,en,en,nb,27.4,2022-12-28,2023-01-10,2023-01-11,1,15,10.0,2.0,0.0,5.0,4.083000403551251,5.456081334051939,1
iTgBGvNU,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.5,2023-01-09,2023-01-10,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,3.6209531866892273,3.2388545328457012,3
vCXipeUH,2732460,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.2,2023-01-09,2023-01-10,2023-01-19,1,15,2.0,3.0,1.0,0.6666666666666666,1.20893096194301,0.6644564606286643,3
JturAOIE,2130663,SUBTITLE,VIDEO,STANDARD,ja,en,sv,16.4,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
Ffjjoljk,2526999,SUBTITLE,VIDEO,STANDARD,pl,en,cs,98.4,2022-12-26,2023-01-10,2023-01-10,1,15,12.0,7.0,0.0,1.7142857142857142,1.788594470046083,1.8771365195576044,2
xuvhruIk,2420395,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.5,2023-01-09,2023-01-10,2023-01-17,1,15,2.0,3.0,1.0,0.6666666666666666,4.424499654934437,4.315306363316331,3
JturAOIE,2275311,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.0,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
riviTqdz,2750820,SUBTITLE,VIDEO,STANDARD,pt-BR,en,sv,33.8,2023-01-05,2023-01-10,2023-01-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.0305555555555554,0.5795940241274342,0
JturAOIE,2474847,SUBTITLE,VIDEO,STANDARD,ja,en,sv,18.5,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
OgoCLgVG,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,ru,33.5,2023-01-03,2023-01-10,2023-01-11,1,15,6.0,3.0,0.0,2.0,1.324614197530864,0.7237919779361446,0
qpZIHMRF,2927268,SUBTITLE,VIDEO,STANDARD,id,en,en,21.2,2023-01-10,2023-01-10,2023-01-11,1,15,1.0,2.0,1.0,0.5,1.05,0.49721446300587663,3
JturAOIE,2371415,SUBTITLE,VIDEO,STANDARD,ja,en,sv,16.6,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
hNfpNDos,2526999,SUBTITLE,VIDEO,STANDARD,pl,en,fi,98.4,2023-01-01,2023-01-10,2023-01-10,1,15,7.0,7.0,1.0,1.0,1.2517857142857143,0.7112984021912937,3
JturAOIE,2579167,SUBTITLE,VIDEO,STANDARD,ja,en,sv,18.0,2023-01-07,2023-01-10,2023-01-10,1,15,2.0,2.0,1.0,1.0,1.9784313725490195,2.3326002583258054,3
VtshqOkf,2398613,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,27.4,2023-01-05,2023-01-10,2023-01-11,1,15,4.0,2.0,0.0,2.0,1.9590636868244231,1.241711390057624,1
qrQoNKfT,2562781,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,46.0,2022-12-20,2023-01-10,2023-01-13,1,15,16.0,4.0,0.0,4.0,1.9906890130353816,1.4217774796421674,0
JturAOIE,2265716,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.1,2023-01-02,2023-01-10,2023-01-10,1,15,7.0,2.0,0.0,3.5,1.9784313725490195,2.3326002583258054,0
ksFabyrA,2398613,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,27.4,2022-12-24,2023-01-10,2023-01-11,1,15,12.0,2.0,0.0,6.0,1.9906890130353816,1.4217774796421674,0
fekeihwI,2398613,SUBTITLE,VIDEO,STANDARD,en,en,cs,27.4,2023-01-06,2023-01-10,2023-01-11,1,15,3.0,2.0,0.0,1.5,1.400359195402299,1.1794316330361703,1
JturAOIE,2478033,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.8,2023-01-02,2023-01-10,2023-01-10,1,15,7.0,2.0,0.0,3.5,1.9784313725490195,2.3326002583258054,0
DJisFRJQ,2398613,SUBTITLE,VIDEO,STANDARD,en,en,ko,27.4,2023-01-10,2023-01-10,2023-01-11,1,15,1.0,2.0,1.0,0.5,1.8356049332611832,1.6860886686891248,3
zOPVpMaA,2398613,SUBTITLE,VIDEO,STANDARD,en,en,ru,27.4,2023-01-01,2023-01-10,2023-01-11,1,15,7.0,2.0,0.0,3.5,1.9172222222222222,1.753609216400431,0
JturAOIE,2809510,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.3,2023-01-02,2023-01-10,2023-01-10,1,15,7.0,2.0,0.0,3.5,1.9784313725490195,2.3326002583258054,0
jlJIdjCC,2250249,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,54.7,2023-01-07,2023-01-10,2023-01-17,1,15,2.0,4.0,1.0,0.5,1.2029684313203866,0.9775251471830632,3
pcQuLXgx,2526999,SUBTITLE,VIDEO,STANDARD,pl,en,ro,98.4,2022-12-26,2023-01-10,2023-01-10,1,15,12.0,7.0,0.0,1.7142857142857142,1.4550438596491226,1.8185640540418513,1
uyBTIopk,2927268,SUBTITLE,VIDEO,STANDARD,id,en,pt-BR,21.2,2023-01-10,2023-01-10,2023-01-11,1,15,1.0,2.0,1.0,0.5,1.1,0.39440531887330776,3
ZLhHsTKq,2169278,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,53.6,2023-01-06,2023-01-10,2023-02-09,1,15,3.0,4.0,1.0,0.75,1.2931623931623932,1.0105752401488468,3
qCbipqgX,2933905,SUBTITLE,VIDEO,STANDARD,es,en,hr,44.0,2023-01-09,2023-01-10,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.217948717948718,0.7618952227730074,3
GkCihNaE,2013986,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,33.4,2023-01-05,2023-01-10,2023-01-18,1,15,4.0,3.0,0.0,1.3333333333333333,1.9431880108991826,1.3337256109983475,2
hfCXIyux,2379276,SUBTITLE,VIDEO,STANDARD,en,en,uk,66.7,2023-01-04,2023-01-10,2023-01-18,1,15,5.0,5.0,1.0,1.0,1.8420787545787547,1.7615285733288095,3
LuHxlAsL,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.5,2023-01-03,2023-01-10,2023-01-11,1,15,6.0,3.0,0.0,2.0,1.3702020202020202,0.6746740778682637,0
yLRfcGDA,2346965,SUBTITLE,VIDEO,STANDARD,ko,en,sv,45.2,2022-12-06,2023-01-10,2023-01-10,1,15,26.0,4.0,0.0,6.5,1.9725890985324948,1.7240738286843937,0
LqZgeSVI,2719410,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.5,2023-01-09,2023-01-10,2023-01-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.2022458628841608,1.5153792153892207,3
JsqRJdmq,2526999,SUBTITLE,VIDEO,STANDARD,pl,en,pt-BR,98.4,2022-12-27,2023-01-10,2023-01-10,1,15,11.0,7.0,0.0,1.5714285714285714,3.0851190476190475,4.327626756739611,2
yLRfcGDA,2411099,SUBTITLE,VIDEO,STANDARD,ko,en,sv,42.4,2022-12-28,2023-01-10,2023-01-10,1,15,10.0,3.0,0.0,3.3333333333333335,1.9725890985324948,1.7240738286843937,0
KzgxvCiE,2920281,SUBTITLE,VIDEO,STANDARD,ja,en,hu,33.2,2023-01-02,2023-01-10,2023-02-01,1,15,7.0,3.0,0.0,2.3333333333333335,2.2998692810457517,2.1013361445400687,1
